transaction_id,transaction_date,account_id,transaction_type,transaction_amount,transaction_currency
1049081,10.01.2025,1426,withdrawal,"1605,01", SEK
1049082,27.01.2025,3971,deposit,"282,14", DKK
1049083,25.01.2025,1055,deposit,"8218,33", HUF
1049084,06.03.2025,4944,transfer,"1076,34", GBP
1049085,07.02.2025,1316,deposit,"9325,18", DKK
1049086,09.02.2025,989,deposit,"3533,10", RON
1049087,24.02.2025,2315,transfer,"4176,98", JPY
1049088,08.02.2025,2561,transfer,"8123,39", NOK
1049089,03.03.2025,871,transfer,"4719,07", RON
1049090,23.02.2025,2152,withdrawal,"7786,68", DKK
1049091,19.01.2025,3805,transfer,"6072,00", BGN
1049092,05.03.2025,3773,withdrawal,"3559,98", BGN
1049093,05.03.2025,1117,transfer,"9857,88", BGN
1049094,10.02.2025,2361,deposit,"7576,99", GBP
1049095,26.02.2025,689,withdrawal,"6698,76", BGN
1049096,02.02.2025,1766,transfer,"7715,77", PLN
1049097,11.01.2025,890,transfer,"6387,88", SEK
1049098,02.01.2025,4667,deposit,"3534,86", AUD
1049099,30.01.2025,2242,transfer,"9527,39", AUD
1049100,06.01.2025,505,transfer,"8450,18", ISK
1049101,15.01.2025,3857,deposit,"3548,54", DKK
1049102,08.01.2025,2821,transfer,"4017,36", NOK
1049103,05.03.2025,4317,withdrawal,"7363,83", TRY
1049104,05.03.2025,3236,transfer,"6737,44", AUD
1049105,12.02.2025,2111,withdrawal,"1792,81", JPY
1049106,27.02.2025,599,deposit,"9349,30", ISK
1049107,18.01.2025,1192,withdrawal,"3956,86", PLN
1049108,21.02.2025,2356,transfer,"207,51", DKK
1049109,03.03.2025,4851,deposit,"8224,85", GBP
1049110,13.02.2025,2435,withdrawal,"6824,43", TRY
1049111,16.02.2025,53,transfer,"5828,59", JPY
1049112,08.02.2025,2,deposit,"8710,62", SEK
1049113,06.01.2025,3028,deposit,"9723,06", SEK
1049114,05.03.2025,1808,transfer,"3464,53", JPY
1049115,22.02.2025,931,withdrawal,"6542,97", CZK
1049116,20.02.2025,2484,deposit,"8194,47", GBP
1049117,01.02.2025,2702,deposit,"4719,60", SEK
1049118,20.01.2025,2922,transfer,"1561,70", SEK
1049119,05.02.2025,2949,withdrawal,"6437,52", BGN
1049120,16.02.2025,1483,withdrawal,"329,46", JPY
1049121,01.03.2025,913,withdrawal,"2791,67", CZK
1049122,10.01.2025,1231,withdrawal,"2427,13", CZK
1049123,12.02.2025,1894,deposit,"403,05", CZK
1049124,28.02.2025,3099,transfer,"3105,23", TRY
1049125,27.01.2025,1859,withdrawal,"4587,01", ISK
1049126,02.02.2025,199,transfer,"8634,05", CHF
1049127,26.01.2025,461,transfer,"3556,07", CZK
1049128,20.01.2025,1052,deposit,"3201,69", SEK
1049129,15.01.2025,2135,withdrawal,"1868,87", BGN
1049130,17.01.2025,4597,deposit,"9120,61", NOK
1049131,01.02.2025,2084,withdrawal,"712,11", HUF
1049132,06.01.2025,1348,transfer,"4330,03", ISK
1049133,12.01.2025,2165,withdrawal,"5026,78", NOK
1049134,20.02.2025,889,transfer,"2493,94", AUD
1049135,12.02.2025,1614,deposit,"2029,44", DKK
1049136,18.01.2025,4607,withdrawal,"4731,00", HUF
1049137,24.02.2025,2333,deposit,"3846,11", CZK
1049138,04.03.2025,2177,transfer,"3820,12", CHF
1049139,22.02.2025,4285,deposit,"7519,26", DKK
1049140,01.03.2025,1213,transfer,"9148,76", DKK
1049141,23.01.2025,4449,withdrawal,"8640,86", PLN
1049142,04.03.2025,1552,transfer,"673,29", GBP
1049143,09.03.2025,3258,deposit,"1089,06", CZK
1049144,21.02.2025,1023,transfer,"2567,85", PLN
1049145,05.02.2025,1513,transfer,"2822,30", SEK
1049146,18.02.2025,3020,transfer,"6592,20", AUD
1049147,02.01.2025,4015,withdrawal,"3805,48", CZK
1049148,01.03.2025,945,transfer,"2377,54", BGN
1049149,11.01.2025,805,withdrawal,"7768,39", BGN
1049150,20.02.2025,1398,deposit,"7203,62", PLN
1049151,11.02.2025,2439,transfer,"2384,11", JPY
1049152,10.03.2025,347,withdrawal,"3696,32", JPY
1049153,17.02.2025,3900,deposit,"4297,23", BGN
1049154,23.01.2025,817,deposit,"8457,15", ISK
1049155,05.02.2025,1695,withdrawal,"3381,14", NOK
1049156,07.03.2025,247,deposit,"5825,83", PLN
1049157,05.01.2025,138,transfer,"5219,86", ISK
1049158,15.01.2025,3311,withdrawal,"5570,63", BGN
1049159,12.02.2025,1379,transfer,"9249,53", TRY
1049160,04.02.2025,1996,withdrawal,"9835,78", CZK
1049161,24.01.2025,3442,withdrawal,"8208,94", GBP
1049162,06.02.2025,3844,transfer,"5179,98", CZK
1049163,08.02.2025,1428,deposit,"8141,27", CZK
1049164,04.01.2025,3322,transfer,"9422,34", ISK
1049165,28.02.2025,4911,transfer,"8904,65", NOK
1049166,19.02.2025,1173,withdrawal,"7704,31", DKK
1049167,08.02.2025,1572,withdrawal,"7641,44", PLN
1049168,21.02.2025,736,withdrawal,"2041,99", BGN
1049169,02.02.2025,3075,withdrawal,"3052,35", PLN
1049170,12.02.2025,3370,withdrawal,"5956,09", JPY
1049171,05.03.2025,2405,withdrawal,"3351,49", AUD
1049172,26.01.2025,4850,transfer,"2362,14", TRY
1049173,29.01.2025,1024,deposit,"2690,23", NOK
1049174,11.02.2025,343,transfer,"6728,10", BGN
1049175,27.02.2025,3296,withdrawal,"6946,78", NOK
1049176,20.02.2025,819,withdrawal,"3239,04", BGN
1049177,24.02.2025,210,transfer,"6447,83", NOK
1049178,10.03.2025,1756,transfer,"9969,28", CHF
1049179,25.01.2025,1035,deposit,"3356,96", GBP
1049180,24.01.2025,223,deposit,"161,38", DKK
1049181,24.02.2025,4312,transfer,"9823,59", SEK
1049182,16.02.2025,1688,transfer,"4218,70", RON
1049183,25.01.2025,4210,transfer,"9259,80", PLN
1049184,01.03.2025,3902,deposit,"657,26", JPY
1049185,12.01.2025,3246,transfer,"7478,35", AUD
1049186,12.01.2025,2409,transfer,"5018,10", BGN
1049187,09.03.2025,1647,deposit,"7269,71", PLN
1049188,09.01.2025,2939,withdrawal,"9687,39", AUD
1049189,18.02.2025,1753,transfer,"2510,08", CZK
1049190,27.02.2025,1727,transfer,"2535,33", TRY
1049191,14.01.2025,306,deposit,"1616,51", GBP
1049192,22.02.2025,1299,transfer,"6250,51", TRY
1049193,19.01.2025,4823,withdrawal,"4845,16", AUD
1049194,26.01.2025,989,transfer,"8561,30", SEK
1049195,09.01.2025,4446,deposit,"2712,21", TRY
1049196,11.02.2025,309,transfer,"6657,34", CHF
1049197,24.02.2025,1493,withdrawal,"9616,90", NOK
1049198,26.01.2025,359,deposit,"7565,03", CHF
1049199,01.01.2025,2677,withdrawal,"3638,15", AUD
1049200,09.02.2025,2196,deposit,"5629,40", BGN
1049201,03.02.2025,1998,withdrawal,"157,60", HUF
1049202,06.03.2025,844,deposit,"534,27", DKK
1049203,14.02.2025,3029,withdrawal,"4969,23", NOK
1049204,02.01.2025,849,deposit,"4454,33", DKK
1049205,01.03.2025,269,transfer,"4242,89", CZK
1049206,07.03.2025,100,transfer,"630,69", ISK
1049207,23.02.2025,1397,withdrawal,"4169,94", PLN
1049208,28.01.2025,620,deposit,"9227,56", SEK
1049209,31.01.2025,4862,withdrawal,"9883,18", GBP
1049210,08.02.2025,3822,withdrawal,"2943,12", GBP
1049211,04.03.2025,350,withdrawal,"291,86", JPY
1049212,14.01.2025,291,transfer,"2774,56", CHF
1049213,26.02.2025,2476,transfer,"5971,83", GBP
1049214,04.01.2025,284,transfer,"9422,71", CZK
1049215,12.02.2025,86,deposit,"4953,85", PLN
1049216,19.02.2025,1173,withdrawal,"9628,70", RON
1049217,19.02.2025,105,deposit,"9484,10", CZK
1049218,08.01.2025,2028,deposit,"4579,38", TRY
1049219,02.03.2025,3931,withdrawal,"246,26", DKK
1049220,26.02.2025,4411,transfer,"2709,29", HUF
1049221,10.03.2025,999,withdrawal,"7955,77", AUD
1049222,13.02.2025,1255,transfer,"8800,07", SEK
1049223,14.01.2025,2575,withdrawal,"4045,73", HUF
1049224,09.02.2025,1637,transfer,"1855,71", BGN
1049225,25.01.2025,3904,transfer,"809,82", NOK
1049226,12.01.2025,375,withdrawal,"6484,07", AUD
1049227,21.01.2025,3667,transfer,"1320,38", TRY
1049228,16.02.2025,4736,withdrawal,"8917,48", PLN
1049229,02.01.2025,2995,deposit,"6491,71", PLN
1049230,12.01.2025,3297,deposit,"1677,28", PLN
1049231,01.02.2025,2859,deposit,"1587,55", CHF
1049232,09.01.2025,2596,deposit,"1120,00", DKK
1049233,26.02.2025,3748,withdrawal,"4372,77", GBP
1049234,26.01.2025,201,withdrawal,"1565,00", SEK
1049235,29.01.2025,2916,deposit,"7034,33", AUD
1049236,19.02.2025,2070,transfer,"5780,40", NOK
1049237,05.01.2025,3929,deposit,"1817,37", NOK
1049238,06.02.2025,3403,deposit,"7966,39", HUF
1049239,22.02.2025,3643,transfer,"7273,28", DKK
1049240,31.01.2025,4322,transfer,"2429,70", RON
1049241,15.02.2025,1087,deposit,"7376,41", PLN
1049242,19.01.2025,147,deposit,"8951,11", HUF
1049243,28.02.2025,226,transfer,"5439,34", CZK
1049244,12.02.2025,3860,deposit,"8868,72", JPY
1049245,01.01.2025,1733,deposit,"7508,41", DKK
1049246,30.01.2025,893,deposit,"2512,92", GBP
1049247,23.01.2025,1137,transfer,"7171,37", HUF
1049248,26.01.2025,2995,deposit,"6440,42", TRY
1049249,25.01.2025,2278,deposit,"3936,38", CZK
1049250,24.02.2025,303,deposit,"9868,58", NOK
1049251,30.01.2025,1735,transfer,"9499,04", CZK
1049252,14.02.2025,4146,deposit,"556,54", BGN
1049253,20.02.2025,4575,withdrawal,"9092,09", AUD
1049254,09.03.2025,3585,withdrawal,"6579,68", HUF
1049255,02.01.2025,3837,withdrawal,"4290,72", SEK
1049256,06.01.2025,1643,transfer,"2300,50", HUF
1049257,03.03.2025,4841,deposit,"6326,55", CHF
1049258,02.01.2025,1586,deposit,"8845,42", TRY
1049259,03.01.2025,3821,withdrawal,"1241,39", GBP
1049260,26.02.2025,2558,withdrawal,"8345,60", RON
1049261,01.03.2025,3468,deposit,"9470,34", PLN
1049262,06.02.2025,4638,withdrawal,"9933,11", PLN
1049263,12.01.2025,890,withdrawal,"1087,56", TRY
1049264,22.01.2025,4352,transfer,"1065,29", CZK
1049265,03.01.2025,2918,transfer,"4461,64", CZK
1049266,06.03.2025,3552,withdrawal,"908,43", NOK
1049267,03.03.2025,4142,transfer,"3555,57", RON
1049268,22.01.2025,4862,withdrawal,"8419,29", CZK
1049269,10.01.2025,2993,transfer,"1732,77", CHF
1049270,03.01.2025,2967,deposit,"5928,64", CZK
1049271,04.03.2025,521,transfer,"7330,32", JPY
1049272,12.01.2025,1704,withdrawal,"459,51", GBP
1049273,17.01.2025,476,withdrawal,"2800,62", HUF
1049274,03.03.2025,621,withdrawal,"6400,15", AUD
1049275,26.01.2025,2261,withdrawal,"1820,31", PLN
1049276,24.01.2025,4428,withdrawal,"1726,05", JPY
1049277,08.01.2025,4490,withdrawal,"4716,97", CZK
1049278,26.01.2025,411,withdrawal,"5948,60", TRY
1049279,26.01.2025,4534,deposit,"312,82", TRY
1049280,24.01.2025,1728,withdrawal,"1094,09", GBP
1049281,22.02.2025,4393,deposit,"9186,86", CZK
1049282,22.01.2025,1320,deposit,"958,92", NOK
1049283,12.01.2025,357,deposit,"8989,68", TRY
1049284,10.02.2025,2077,transfer,"6060,74", HUF
1049285,05.02.2025,403,deposit,"3908,08", HUF
1049286,08.02.2025,2698,withdrawal,"7488,29", TRY
1049287,21.02.2025,4828,withdrawal,"4856,97", GBP
1049288,03.01.2025,1580,deposit,"8039,90", CZK
1049289,26.02.2025,2814,transfer,"7041,10", HUF
1049290,24.02.2025,3776,withdrawal,"9526,19", NOK
1049291,20.01.2025,1916,deposit,"6368,13", NOK
1049292,14.02.2025,766,deposit,"5635,72", SEK
1049293,22.02.2025,1277,withdrawal,"3504,90", CZK
1049294,19.01.2025,2903,transfer,"8713,44", NOK
1049295,26.01.2025,2310,deposit,"1499,56", HUF
1049296,02.02.2025,1592,withdrawal,"7854,01", HUF
1049297,02.01.2025,3339,transfer,"2422,45", ISK
1049298,16.01.2025,3921,transfer,"7839,28", BGN
1049299,09.03.2025,4929,transfer,"5645,83", PLN
1049300,26.02.2025,3754,transfer,"6400,83", NOK
1049301,16.02.2025,4114,deposit,"3575,51", TRY
1049302,24.02.2025,435,withdrawal,"6850,64", SEK
1049303,25.02.2025,4860,deposit,"1722,48", AUD
1049304,07.02.2025,189,withdrawal,"961,72", HUF
1049305,29.01.2025,118,deposit,"5748,91", PLN
1049306,03.01.2025,2506,withdrawal,"3210,06", AUD
1049307,11.01.2025,3507,transfer,"2002,66", BGN
1049308,16.01.2025,663,deposit,"6022,50", BGN
1049309,07.03.2025,3810,withdrawal,"2061,70", CHF
1049310,24.02.2025,2878,transfer,"8694,69", DKK
1049311,08.03.2025,2956,deposit,"7475,60", CZK
1049312,12.01.2025,3743,transfer,"2899,06", BGN
1049313,28.02.2025,2941,withdrawal,"3233,94", TRY
1049314,11.02.2025,3399,transfer,"6513,79", JPY
1049315,12.02.2025,4328,transfer,"6115,50", PLN
1049316,04.03.2025,1468,deposit,"799,01", CHF
1049317,05.02.2025,4060,deposit,"4964,10", DKK
1049318,21.02.2025,199,deposit,"4471,30", HUF
1049319,16.02.2025,4159,withdrawal,"5907,73", BGN
1049320,09.02.2025,775,deposit,"9412,93", HUF
1049321,12.01.2025,3520,deposit,"7406,93", PLN
1049322,08.01.2025,4365,transfer,"1363,73", TRY
1049323,04.01.2025,752,withdrawal,"3859,26", HUF
1049324,05.02.2025,2505,transfer,"9565,53", CZK
1049325,27.02.2025,2691,transfer,"3408,19", GBP
1049326,20.02.2025,3561,deposit,"4598,44", RON
1049327,12.02.2025,3125,withdrawal,"7706,80", CHF
1049328,20.02.2025,3021,transfer,"6550,29", DKK
1049329,05.02.2025,4755,withdrawal,"6712,09", NOK
1049330,27.01.2025,4679,withdrawal,"1335,54", HUF
1049331,27.01.2025,4255,transfer,"8696,29", CHF
1049332,13.02.2025,3197,deposit,"985,40", DKK
1049333,05.01.2025,1634,withdrawal,"6273,22", ISK
1049334,01.02.2025,4480,withdrawal,"4508,45", HUF
1049335,02.03.2025,4783,deposit,"5170,81", ISK
1049336,30.01.2025,1759,withdrawal,"4961,46", BGN
1049337,09.03.2025,2413,deposit,"1865,72", NOK
1049338,19.01.2025,4431,deposit,"788,62", PLN
1049339,05.02.2025,4743,withdrawal,"5449,73", ISK
1049340,07.02.2025,4760,deposit,"1791,64", CZK
1049341,23.02.2025,2323,transfer,"36,60", NOK
1049342,08.01.2025,4307,withdrawal,"9108,58", RON
1049343,03.02.2025,3003,transfer,"4606,29", AUD
1049344,24.01.2025,375,deposit,"392,09", TRY
1049345,24.01.2025,4959,deposit,"6348,14", PLN
1049346,21.01.2025,324,transfer,"4519,79", SEK
1049347,09.03.2025,2651,deposit,"2859,73", BGN
1049348,16.02.2025,2027,deposit,"930,69", BGN
1049349,01.03.2025,1934,transfer,"1890,86", SEK
1049350,15.02.2025,3575,withdrawal,"8583,43", DKK
1049351,04.03.2025,4507,deposit,"8603,68", BGN
1049352,25.02.2025,1869,deposit,"2630,21", SEK
1049353,03.01.2025,75,withdrawal,"3262,98", NOK
1049354,24.02.2025,3241,withdrawal,"4887,29", CHF
1049355,08.03.2025,744,deposit,"5798,50", AUD
1049356,31.01.2025,2844,transfer,"9064,84", AUD
1049357,15.02.2025,2620,transfer,"9295,93", RON
1049358,13.02.2025,1263,withdrawal,"3373,01", GBP
1049359,06.02.2025,1160,withdrawal,"6759,10", BGN
1049360,25.02.2025,1666,deposit,"8709,12", ISK
1049361,14.02.2025,3023,deposit,"6134,39", HUF
1049362,07.02.2025,4629,deposit,"1299,34", CZK
1049363,07.02.2025,3851,transfer,"4201,80", BGN
1049364,12.01.2025,3848,withdrawal,"2420,70", RON
1049365,01.01.2025,1681,withdrawal,"2845,36", PLN
1049366,15.01.2025,245,deposit,"9618,97", HUF
1049367,05.01.2025,4088,withdrawal,"2639,25", AUD
1049368,11.01.2025,3280,transfer,"1539,13", RON
1049369,02.01.2025,4038,deposit,"7370,21", TRY
1049370,11.02.2025,1517,deposit,"3682,26", CZK
1049371,20.01.2025,1851,deposit,"9062,84", CZK
1049372,03.01.2025,110,withdrawal,"8017,36", DKK
1049373,10.02.2025,3981,deposit,"3564,19", NOK
1049374,24.01.2025,262,transfer,"4218,27", PLN
1049375,06.01.2025,1918,withdrawal,"6184,18", NOK
1049376,13.01.2025,4223,transfer,"6543,55", RON
1049377,11.02.2025,3772,transfer,"4634,90", JPY
1049378,14.01.2025,2052,transfer,"5272,79", DKK
1049379,07.02.2025,3238,transfer,"9486,82", HUF
1049380,01.03.2025,1058,transfer,"7406,49", DKK
1049381,30.01.2025,4939,withdrawal,"9619,80", CHF
1049382,25.01.2025,4331,withdrawal,"2102,52", DKK
1049383,08.02.2025,1576,transfer,"2544,57", TRY
1049384,19.02.2025,2379,transfer,"5832,57", BGN
1049385,21.01.2025,3396,deposit,"6517,19", CZK
1049386,27.02.2025,2591,withdrawal,"4827,02", NOK
1049387,26.02.2025,3597,transfer,"3046,97", CZK
1049388,07.01.2025,4440,transfer,"6374,86", ISK
1049389,10.03.2025,4172,deposit,"6017,09", NOK
1049390,08.02.2025,1774,withdrawal,"753,74", PLN
1049391,09.03.2025,1615,deposit,"724,49", PLN
1049392,27.01.2025,1690,transfer,"5564,84", BGN
1049393,10.03.2025,1649,withdrawal,"7489,97", GBP
1049394,15.02.2025,2232,deposit,"3311,99", ISK
1049395,26.02.2025,3805,transfer,"2465,28", CZK
1049396,08.01.2025,2784,deposit,"9854,40", GBP
1049397,24.01.2025,2431,transfer,"8565,21", JPY
1049398,07.03.2025,4157,transfer,"1520,71", BGN
1049399,08.01.2025,2196,transfer,"2514,40", HUF
1049400,24.02.2025,3187,withdrawal,"8673,85", TRY
1049401,09.01.2025,979,withdrawal,"8895,37", AUD
1049402,05.03.2025,1662,deposit,"3114,72", JPY
1049403,22.01.2025,863,withdrawal,"1086,86", PLN
1049404,25.02.2025,4663,withdrawal,"5857,76", CHF
1049405,14.02.2025,843,transfer,"1059,81", ISK
1049406,15.02.2025,4726,withdrawal,"708,84", TRY
1049407,24.02.2025,3258,transfer,"5115,81", RON
1049408,19.02.2025,1680,withdrawal,"2767,91", ISK
1049409,22.01.2025,486,withdrawal,"6215,93", AUD
1049410,07.02.2025,1341,transfer,"4631,10", DKK
1049411,05.01.2025,1156,deposit,"1822,56", NOK
1049412,02.03.2025,4490,deposit,"318,32", BGN
1049413,28.01.2025,1554,withdrawal,"3975,50", GBP
1049414,11.01.2025,4124,deposit,"7469,86", RON
1049415,29.01.2025,4423,withdrawal,"1205,91", AUD
1049416,05.01.2025,4648,transfer,"207,40", TRY
1049417,12.02.2025,1701,deposit,"5173,87", BGN
1049418,28.02.2025,4930,withdrawal,"3533,34", HUF
1049419,10.01.2025,3537,deposit,"2650,91", ISK
1049420,05.02.2025,3660,deposit,"6248,31", JPY
1049421,03.03.2025,3017,transfer,"8061,84", ISK
1049422,22.01.2025,3523,withdrawal,"7940,29", TRY
1049423,20.02.2025,1072,transfer,"7832,45", AUD
1049424,02.03.2025,3393,withdrawal,"4156,74", RON
1049425,23.02.2025,678,transfer,"8653,97", CHF
1049426,02.01.2025,3652,transfer,"58,35", CHF
1049427,22.01.2025,2871,deposit,"4723,78", CHF
1049428,10.03.2025,4975,deposit,"5927,28", JPY
1049429,20.02.2025,1637,deposit,"7019,22", ISK
1049430,19.01.2025,4588,deposit,"1777,06", CHF
1049431,16.02.2025,553,deposit,"8743,91", TRY
1049432,03.03.2025,4962,transfer,"9317,72", RON
1049433,03.03.2025,251,withdrawal,"3773,78", PLN
1049434,01.02.2025,3409,withdrawal,"7901,51", RON
1049435,08.02.2025,98,withdrawal,"1566,06", ISK
1049436,31.01.2025,3173,withdrawal,"9725,86", HUF
1049437,24.01.2025,3382,withdrawal,"9739,28", JPY
1049438,06.02.2025,2508,transfer,"4301,71", CHF
1049439,04.03.2025,3639,deposit,"1394,23", DKK
1049440,28.01.2025,2079,transfer,"7524,12", AUD
1049441,17.02.2025,4406,withdrawal,"4643,65", CHF
1049442,14.01.2025,1018,transfer,"1714,21", RON
1049443,10.01.2025,588,transfer,"3978,36", DKK
1049444,10.02.2025,613,transfer,"8926,61", BGN
1049445,11.01.2025,4976,deposit,"61,17", NOK
1049446,04.02.2025,3879,transfer,"2576,47", CHF
1049447,24.02.2025,2950,deposit,"3720,58", GBP
1049448,02.01.2025,4368,withdrawal,"5183,06", PLN
1049449,18.01.2025,1738,withdrawal,"5954,70", NOK
1049450,05.01.2025,3574,withdrawal,"4359,91", JPY
1049451,04.03.2025,2100,withdrawal,"2920,87", BGN
1049452,19.01.2025,64,transfer,"7740,54", BGN
1049453,06.01.2025,1244,deposit,"8139,97", NOK
1049454,21.02.2025,1139,withdrawal,"3376,36", HUF
1049455,03.01.2025,1586,withdrawal,"1347,24", PLN
1049456,13.01.2025,3882,transfer,"2858,24", DKK
1049457,05.01.2025,819,transfer,"7879,44", GBP
1049458,13.02.2025,3530,deposit,"3786,06", TRY
1049459,03.02.2025,648,transfer,"9212,04", CZK
1049460,26.02.2025,253,deposit,"2547,47", CZK
1049461,13.01.2025,3881,withdrawal,"290,12", TRY
1049462,12.02.2025,1158,transfer,"9457,20", ISK
1049463,05.02.2025,2033,deposit,"9358,17", ISK
1049464,20.01.2025,139,transfer,"7193,48", CHF
1049465,02.03.2025,3897,deposit,"8159,73", GBP
1049466,16.02.2025,4014,transfer,"2496,89", BGN
1049467,25.01.2025,1671,deposit,"871,10", RON
1049468,08.03.2025,2121,transfer,"7369,51", BGN
1049469,25.02.2025,4555,withdrawal,"5334,86", HUF
1049470,06.02.2025,665,deposit,"6140,37", JPY
1049471,11.01.2025,330,transfer,"6874,61", AUD
1049472,10.01.2025,3472,transfer,"6170,06", HUF
1049473,02.01.2025,651,deposit,"3463,65", DKK
1049474,18.01.2025,4823,transfer,"8170,08", DKK
1049475,19.02.2025,894,deposit,"8576,65", GBP
1049476,13.02.2025,2740,deposit,"7672,32", RON
1049477,26.02.2025,3645,deposit,"4634,73", PLN
1049478,18.02.2025,831,transfer,"9781,71", DKK
1049479,25.01.2025,880,transfer,"6706,80", BGN
1049480,24.01.2025,1720,deposit,"8194,75", TRY
1049481,11.02.2025,2009,withdrawal,"1268,56", SEK
1049482,15.02.2025,715,transfer,"8168,19", PLN
1049483,01.02.2025,2688,withdrawal,"7250,49", AUD
1049484,01.02.2025,3495,deposit,"1411,81", BGN
1049485,15.02.2025,3614,transfer,"8813,38", NOK
1049486,23.01.2025,1827,transfer,"3199,10", BGN
1049487,07.02.2025,2943,withdrawal,"6021,22", ISK
1049488,08.01.2025,3530,deposit,"5147,09", SEK
1049489,07.02.2025,1506,deposit,"4231,46", SEK
1049490,02.03.2025,4912,withdrawal,"1177,83", NOK
1049491,17.01.2025,2329,deposit,"1084,53", CHF
1049492,07.02.2025,575,deposit,"2676,07", NOK
1049493,22.01.2025,4430,withdrawal,"6662,80", SEK
1049494,10.02.2025,4956,withdrawal,"5176,63", ISK
1049495,16.02.2025,2578,withdrawal,"2303,17", BGN
1049496,08.02.2025,4693,transfer,"2429,79", CHF
1049497,03.02.2025,1910,transfer,"5014,40", HUF
1049498,03.01.2025,3521,deposit,"8733,77", AUD
1049499,04.02.2025,2829,withdrawal,"4902,25", ISK
1049500,04.03.2025,1002,transfer,"4517,18", CHF
1049501,23.01.2025,1134,withdrawal,"9780,53", GBP
1049502,05.01.2025,4890,withdrawal,"6398,65", CHF
1049503,23.02.2025,3767,transfer,"1795,81", GBP
1049504,16.02.2025,4272,transfer,"8143,91", DKK
1049505,20.01.2025,4554,deposit,"9976,15", ISK
1049506,05.02.2025,1667,deposit,"2458,73", JPY
1049507,01.03.2025,1995,transfer,"1569,26", BGN
1049508,05.03.2025,2993,transfer,"7759,72", JPY
1049509,26.02.2025,4634,withdrawal,"7249,70", DKK
1049510,03.03.2025,3662,transfer,"6504,50", JPY
1049511,28.01.2025,3191,deposit,"8275,77", BGN
1049512,12.02.2025,1909,transfer,"2360,74", TRY
1049513,23.02.2025,4854,withdrawal,"2655,17", JPY
1049514,03.01.2025,3792,withdrawal,"6483,17", TRY
1049515,03.02.2025,2905,withdrawal,"6492,03", GBP
1049516,05.03.2025,2151,deposit,"1066,87", AUD
1049517,28.01.2025,2145,deposit,"349,54", DKK
1049518,25.02.2025,2679,transfer,"5690,17", TRY
1049519,16.01.2025,439,transfer,"7277,07", TRY
1049520,13.01.2025,4700,withdrawal,"1664,47", SEK
1049521,16.01.2025,607,deposit,"3986,74", CZK
1049522,21.01.2025,403,transfer,"4203,49", SEK
1049523,25.01.2025,3679,deposit,"5364,38", GBP
1049524,11.02.2025,3983,withdrawal,"7402,39", CHF
1049525,23.01.2025,4310,withdrawal,"845,30", ISK
1049526,28.02.2025,1310,withdrawal,"988,21", TRY
1049527,08.02.2025,699,withdrawal,"4016,47", JPY
1049528,17.02.2025,2348,withdrawal,"4244,72", JPY
1049529,02.03.2025,1029,withdrawal,"5049,14", AUD
1049530,23.02.2025,1272,withdrawal,"784,34", CHF
1049531,15.01.2025,1085,deposit,"8036,99", JPY
1049532,09.02.2025,3742,deposit,"8410,34", BGN
1049533,02.02.2025,2233,withdrawal,"9819,20", ISK
1049534,26.01.2025,3825,withdrawal,"9039,85", CZK
1049535,06.03.2025,1419,transfer,"6262,50", AUD
1049536,04.01.2025,2259,deposit,"2889,30", JPY
1049537,03.03.2025,3143,withdrawal,"7417,48", ISK
1049538,04.02.2025,3594,transfer,"5527,05", JPY
1049539,07.01.2025,2047,deposit,"7816,03", JPY
1049540,23.02.2025,1476,deposit,"8622,56", HUF
1049541,25.01.2025,315,transfer,"9312,56", TRY
1049542,01.03.2025,657,withdrawal,"5181,38", BGN
1049543,22.01.2025,3457,transfer,"5279,36", HUF
1049544,14.02.2025,822,withdrawal,"5700,68", HUF
1049545,23.02.2025,3818,withdrawal,"6988,53", AUD
1049546,05.01.2025,697,deposit,"8157,45", BGN
1049547,01.01.2025,1066,withdrawal,"9217,38", AUD
1049548,04.02.2025,4126,transfer,"2649,82", CHF
1049549,08.02.2025,2640,transfer,"282,99", RON
1049550,03.02.2025,116,transfer,"6800,99", GBP
1049551,29.01.2025,1547,transfer,"8299,58", NOK
1049552,09.03.2025,4130,transfer,"7189,19", AUD
1049553,07.01.2025,4507,withdrawal,"8119,70", BGN
1049554,06.02.2025,1265,transfer,"2077,46", TRY
1049555,17.02.2025,4997,transfer,"455,64", CZK
1049556,18.02.2025,1498,deposit,"1953,82", GBP
1049557,03.01.2025,1801,withdrawal,"9036,21", TRY
1049558,20.01.2025,2224,deposit,"8777,03", HUF
1049559,12.01.2025,2748,deposit,"9655,17", SEK
1049560,21.02.2025,3342,transfer,"1353,51", BGN
1049561,27.01.2025,1672,withdrawal,"3261,62", GBP
1049562,10.01.2025,4051,withdrawal,"9881,44", RON
1049563,28.01.2025,3301,withdrawal,"432,98", CHF
1049564,05.03.2025,3291,withdrawal,"5390,44", SEK
1049565,07.01.2025,1522,withdrawal,"63,48", RON
1049566,25.01.2025,1281,withdrawal,"402,58", HUF
1049567,25.01.2025,4000,withdrawal,"8306,42", JPY
1049568,31.01.2025,2011,deposit,"2829,68", HUF
1049569,16.02.2025,3315,withdrawal,"7863,67", TRY
1049570,06.02.2025,4752,withdrawal,"2863,78", AUD
1049571,14.01.2025,3579,deposit,"422,44", AUD
1049572,22.02.2025,3061,deposit,"1765,38", BGN
