customer_id,loan_id,loan_amount,loant_type,interest_rate,loan_term,approval_rejection_date,loan_status
3734,3734,"21073,43",auto,"0,0438",60,5/20/2020,closed
3735,3735,"49857,11",auto,"0,0469",12,01.01.2022,approved
3736,3736,"37916,25",mortgage,"0,0255",12,05.11.2021,approved
3737,3737,"10167,01",auto,"0,0435",12,6/27/2020,approved
3738,3738,"25028,93",personal,"0,0280",24,7/23/2022,rejected
3739,3739,"19814,64",auto,"0,0230",60,03.11.2020,approved
3740,3740,"30098,32",mortgage,"0,0544",48,5/20/2021,rejected
3741,3741,"22881,66",mortgage,"0,0116",60,12/29/2021,closed
3742,3742,"12657,14",personal,"0,0525",24,10/14/2022,approved
3743,3743,"36494,19",personal,"0,0277",12,03.05.2020,rejected
3744,3744,"6226,39",mortgage,"0,0542",48,12.09.2022,rejected
3745,3745,"27074,57",personal,"0,0405",12,03.05.2021,rejected
3746,3746,"16197,84",mortgage,"0,0334",24,10/17/2020,rejected
3747,3747,"48360,02",mortgage,"0,0340",24,04.10.2022,closed
3748,3748,"15874,51",personal,"0,0505",12,5/15/2022,approved
3749,3749,"17706,14",auto,"0,0505",12,04.10.2021,rejected
3750,3750,"35647,27",mortgage,"0,0496",36,1/31/2020,approved
3751,3751,"7295,29",mortgage,"0,0237",48,2/29/2020,rejected
3752,3752,"16906,63",mortgage,"0,0367",48,2/22/2022,rejected
3753,3753,"35099,83",personal,"0,0301",60,10/17/2022,rejected
3754,3754,"2506,93",auto,"0,0578",60,10/19/2020,rejected
3755,3755,"16239,03",personal,"0,0498",24,11/14/2022,rejected
3756,3756,"1404,53",mortgage,"0,0314",48,1/28/2020,approved
3757,3757,"8361,23",personal,"0,0067",24,10.03.2020,closed
3758,3758,"30605,67",auto,"0,0052",12,10/20/2022,approved
3759,3759,"23379,03",personal,"0,0540",48,10.07.2022,approved
3760,3760,"8645,27",personal,"0,0247",24,12.12.2022,approved
3761,3761,"4823,25",auto,"0,0557",36,08.07.2021,rejected
3762,3762,"3759,9",mortgage,"0,0174",36,5/23/2020,approved
3763,3763,"5182,55",mortgage,"0,0080",48,1/14/2020,closed
3764,3764,"5707,76",personal,"0,0442",48,09.08.2022,rejected
3765,3765,"5229,32",personal,"0,0124",60,5/23/2022,approved
3766,3766,"3698,93",personal,"0,0474",48,5/24/2021,closed
3767,3767,"35154,51",personal,"0,0138",60,5/20/2022,closed
3768,3768,"47122,07",auto,"0,0098",36,1/30/2020,approved
3769,3769,"42942,97",mortgage,"0,0083",36,12.04.2022,approved
3770,3770,"14026,82",mortgage,"0,0239",36,7/31/2022,rejected
3771,3771,"11009,69",personal,"0,0448",12,12/21/2021,approved
3772,3772,"3347,69",auto,"0,0429",48,12/17/2021,rejected
3773,3773,"8645,65",auto,"0,0255",36,7/26/2021,rejected
3774,3774,"28820,79",personal,"0,0209",60,3/15/2021,approved
3775,3775,"49908,12",personal,"0,0331",60,03.10.2022,closed
3776,3776,"43092,69",mortgage,"0,0480",24,2/26/2020,closed
3777,3777,"26231,15",personal,"0,0097",24,07.10.2022,closed
3778,3778,"21749,29",personal,"0,0574",12,03.10.2020,approved
3779,3779,"8243,47",mortgage,"0,0413",60,6/22/2022,rejected
3780,3780,"21510,97",mortgage,"0,0512",24,12/14/2020,closed
3781,3781,"30148,05",auto,"0,0470",48,10/21/2021,approved
3782,3782,"30178,25",mortgage,"0,0085",48,1/31/2021,closed
3783,3783,"28319,78",personal,"0,0355",48,01.07.2021,closed
3784,3784,"41376,92",auto,"0,0085",48,5/15/2020,closed
3785,3785,"25994,11",personal,"0,0253",24,02.05.2021,approved
3786,3786,"24169,63",mortgage,"0,0229",12,2/13/2021,rejected
3787,3787,"15982,92",auto,"0,0591",24,10/15/2020,closed
3788,3788,"9831,84",auto,"0,0144",48,8/29/2022,approved
3789,3789,"1068,79",auto,"0,0573",36,12/25/2022,closed
3790,3790,"16782,82",mortgage,"0,0159",48,5/23/2020,rejected
3791,3791,"32020,96",mortgage,"0,0257",12,09.10.2021,rejected
3792,3792,"28385,98",mortgage,"0,0163",60,10/25/2020,approved
3793,3793,"26995,31",auto,"0,0075",60,01.10.2022,approved
3794,3794,"38846,46",mortgage,"0,0170",48,04.09.2021,closed
3795,3795,"12409,49",mortgage,"0,0461",12,12.03.2022,closed
3796,3796,"34248,36",personal,"0,0218",24,10.09.2021,approved
3797,3797,"30751,08",mortgage,"0,0450",12,4/21/2022,closed
3798,3798,"17610,58",mortgage,"0,0357",48,12/29/2022,approved
3799,3799,"11708,64",mortgage,"0,0254",24,1/18/2021,approved
3800,3800,"28571,8",mortgage,"0,0405",60,05.03.2020,rejected
3801,3801,"47312,26",personal,"0,0423",48,08.02.2020,approved
3802,3802,"4741,19",mortgage,"0,0595",60,8/20/2022,rejected
3803,3803,"47696,26",mortgage,"0,0133",48,8/31/2022,closed
3804,3804,"23773,15",mortgage,"0,0203",24,7/23/2020,closed
3805,3805,"35792,13",mortgage,"0,0510",12,6/15/2021,closed
3806,3806,"40357,03",auto,"0,0277",60,12/20/2020,rejected
3807,3807,"8424,23",mortgage,"0,0244",24,10.08.2022,approved
3808,3808,"3202,94",personal,"0,0403",60,7/14/2021,approved
3809,3809,"7296,09",auto,"0,0458",36,10.07.2022,closed
3810,3810,"17706,69",mortgage,"0,0515",24,10/16/2021,approved
3811,3811,"47871,16",personal,"0,0144",24,9/17/2020,rejected
3812,3812,3096,mortgage,"0,0460",12,2/28/2021,closed
3813,3813,"46070,11",auto,"0,0564",12,2/18/2020,rejected
3814,3814,"28503,44",auto,"0,0293",48,8/25/2020,approved
3815,3815,"6014,71",personal,"0,0162",12,12/22/2020,rejected
3816,3816,"8484,68",personal,"0,0445",48,7/21/2020,approved
3817,3817,"34777,23",auto,"0,0338",12,11/19/2020,rejected
3818,3818,"30814,22",mortgage,"0,0128",12,10.05.2020,rejected
3819,3819,"9205,37",auto,"0,0259",48,1/26/2020,closed
3820,3820,"45312,22",mortgage,"0,0257",36,3/26/2022,approved
3821,3821,"7512,29",personal,"0,0589",24,11/30/2021,closed
3822,3822,"26067,11",auto,"0,0206",48,02.03.2022,closed
3823,3823,"26886,42",mortgage,"0,0130",36,02.03.2021,closed
3824,3824,"43654,62",mortgage,"0,0271",12,12/27/2021,closed
3825,3825,"2085,36",auto,"0,0474",48,08.04.2022,rejected
3826,3826,"7686,13",auto,"0,0228",36,11/21/2021,approved
3827,3827,"9363,26",mortgage,"0,0171",36,06.03.2022,closed
3828,3828,"4081,19",mortgage,"0,0342",24,9/16/2021,rejected
3829,3829,"31942,68",personal,"0,0237",12,9/23/2020,rejected
3830,3830,"12250,39",mortgage,"0,0205",60,7/30/2022,rejected
3831,3831,"29256,82",auto,"0,0389",36,7/23/2021,closed
3832,3832,39348,auto,"0,0415",48,11/17/2020,approved
3833,3833,"21017,9",mortgage,"0,0517",12,11.08.2020,rejected
3834,3834,"38673,66",mortgage,"0,0353",60,3/19/2020,approved
3835,3835,"39115,56",mortgage,"0,0490",60,7/29/2022,approved
3836,3836,"13907,73",personal,"0,0163",60,09.02.2020,rejected
3837,3837,"1771,49",auto,"0,0020",36,1/18/2022,closed
3838,3838,"6060,81",auto,"0,0423",24,6/17/2021,closed
3839,3839,"41352,66",mortgage,"0,0468",60,9/18/2020,closed
3840,3840,"20860,06",personal,"0,0477",60,10/20/2022,rejected
3841,3841,"42115,7",personal,"0,0023",48,11.11.2022,approved
3842,3842,"27828,2",mortgage,"0,0195",60,1/23/2020,closed
3843,3843,"10672,37",auto,"0,0143",12,12/23/2022,approved
3844,3844,"35899,63",personal,"0,0139",24,7/13/2020,rejected
3845,3845,"28351,13",mortgage,"0,0412",24,1/20/2020,approved
3846,3846,"18238,46",auto,"0,0118",60,09.08.2020,rejected
3847,3847,"5298,13",auto,"0,0248",36,1/21/2022,approved
3848,3848,"6012,62",mortgage,"0,0358",36,5/30/2022,rejected
3849,3849,"10237,07",auto,"0,0045",60,10.01.2021,approved
3850,3850,"33973,62",personal,"0,0096",60,7/28/2022,rejected
3851,3851,"36670,6",auto,"0,0581",36,7/29/2020,approved
3852,3852,"31914,88",personal,"0,0549",60,6/20/2021,closed
3853,3853,"17526,15",personal,"0,0549",48,8/28/2020,rejected
3854,3854,"22583,03",mortgage,"0,0235",48,12/22/2021,closed
3855,3855,"35768,43",mortgage,"0,0348",60,02.02.2021,rejected
3856,3856,"33332,9",auto,"0,0522",36,1/31/2022,rejected
3857,3857,"38877,66",personal,"0,0329",48,05.03.2021,closed
3858,3858,"12815,74",personal,"0,0158",36,4/29/2021,approved
3859,3859,"1219,96",personal,"0,0105",60,06.05.2021,approved
3860,3860,"14055,66",personal,"0,0025",60,8/20/2022,approved
3861,3861,"18046,68",personal,"0,0343",60,01.12.2022,approved
3862,3862,"48065,16",auto,"0,0489",48,7/20/2021,approved
3863,3863,"11668,88",personal,"0,0028",24,5/21/2021,approved
3864,3864,"41493,81",mortgage,"0,0289",24,12.11.2020,closed
3865,3865,"31503,06",mortgage,"0,0339",24,7/13/2021,rejected
3866,3866,"9209,3",personal,"0,0158",48,02.01.2020,rejected
3867,3867,"20771,74",auto,"0,0579",36,09.06.2021,closed
3868,3868,"25997,77",mortgage,"0,0457",24,11/25/2021,approved
3869,3869,"17863,36",auto,"0,0147",24,4/17/2022,approved
3870,3870,"12081,36",mortgage,"0,0212",12,4/17/2020,closed
3871,3871,"13389,7",personal,"0,0511",60,6/26/2020,rejected
3872,3872,"29675,08",mortgage,"0,0452",24,5/25/2020,closed
3873,3873,"34717,2",personal,"0,0286",24,10/30/2021,approved
3874,3874,"23979,59",personal,"0,0478",36,10.07.2022,rejected
3875,3875,"47145,06",personal,"0,0116",60,10.01.2022,closed
3876,3876,"36699,75",mortgage,"0,0597",48,10/30/2020,approved
3877,3877,"44696,14",auto,"0,0242",48,11.12.2021,closed
3878,3878,"24307,51",mortgage,"0,0235",12,10.01.2021,closed
3879,3879,"1729,26",auto,"0,0085",36,03.06.2021,closed
3880,3880,"30011,46",personal,"0,0208",36,06.02.2020,closed
3881,3881,"41094,71",auto,"0,0141",60,1/27/2022,closed
3882,3882,"27290,22",personal,"0,0345",36,9/26/2021,rejected
3883,3883,"28827,15",mortgage,"0,0506",12,4/14/2020,rejected
3884,3884,"48773,57",auto,"0,0310",60,2/14/2022,closed
3885,3885,"18940,97",auto,"0,0034",36,09.11.2021,rejected
3886,3886,"40291,77",auto,"0,0277",36,8/22/2021,approved
3887,3887,"25748,64",mortgage,"0,0167",24,9/30/2020,closed
3888,3888,"23721,84",auto,"0,0561",24,1/22/2020,rejected
3889,3889,"8133,28",personal,"0,0026",12,07.09.2020,closed
3890,3890,"37671,36",mortgage,"0,0461",24,2/19/2020,closed
3891,3891,"41341,43",personal,"0,0485",36,08.08.2021,approved
3892,3892,"22112,99",personal,"0,0041",24,6/15/2022,rejected
3893,3893,38413,mortgage,"0,0060",36,6/17/2022,rejected
3894,3894,"29474,92",personal,"0,0425",60,5/25/2022,closed
3895,3895,"13620,16",auto,"0,0137",24,09.12.2022,approved
3896,3896,"46262,06",personal,"0,0316",12,08.09.2022,approved
3897,3897,"35141,8",auto,"0,0598",48,06.03.2020,approved
3898,3898,"44038,4",mortgage,"0,0199",36,1/15/2020,closed
3899,3899,"14791,76",personal,"0,0376",12,8/21/2021,approved
3900,3900,"45901,8",personal,"0,0024",36,7/31/2020,rejected
3901,3901,"18868,68",auto,"0,0470",36,5/27/2022,approved
3902,3902,"1467,06",personal,"0,0564",60,3/27/2022,approved
3903,3903,"4676,39",auto,"0,0284",36,8/18/2021,rejected
3904,3904,"5377,59",personal,"0,0540",48,9/15/2021,rejected
3905,3905,"11150,03",mortgage,"0,0460",48,2/19/2021,rejected
3906,3906,"10139,58",auto,"0,0234",48,10/29/2021,rejected
3907,3907,"3836,81",personal,"0,0442",12,12/26/2020,approved
3908,3908,"44874,23",personal,"0,0562",60,3/16/2020,approved
3909,3909,"41587,19",auto,"0,0549",12,08.05.2020,rejected
3910,3910,"38378,34",personal,"0,0254",12,3/14/2022,rejected
3911,3911,"24477,54",personal,"0,0342",48,07.08.2020,approved
3912,3912,"21832,26",auto,"0,0012",12,12.01.2020,approved
3913,3913,"21842,86",auto,"0,0482",36,08.11.2020,closed
3914,3914,"13826,6",mortgage,"0,0582",24,9/27/2021,rejected
3915,3915,"30804,62",mortgage,"0,0562",36,02.01.2021,approved
3916,3916,"3894,9",auto,"0,0049",12,10.07.2020,approved
3917,3917,"33280,41",personal,"0,0327",60,12.05.2021,rejected
3918,3918,"26179,02",auto,"0,0142",36,03.02.2021,rejected
3919,3919,"41009,49",personal,"0,0224",12,12/18/2020,rejected
3920,3920,"48664,35",mortgage,"0,0233",60,12/26/2021,closed
3921,3921,"43953,9",auto,"0,0134",48,05.09.2021,closed
3922,3922,"36276,28",auto,"0,0131",24,07.09.2021,closed
3923,3923,"22206,39",mortgage,"0,0334",12,03.03.2020,closed
3924,3924,"11511,69",auto,"0,0314",36,9/24/2022,rejected
3925,3925,"33578,79",auto,"0,0105",24,4/15/2021,closed
3926,3926,"10878,36",auto,"0,0448",48,11.12.2022,rejected
3927,3927,"1992,69",auto,"0,0325",48,7/16/2020,rejected
3928,3928,"29088,42",mortgage,"0,0449",24,10.02.2020,approved
3929,3929,"20312,39",personal,"0,0586",12,10.03.2021,approved
3930,3930,"43924,91",mortgage,"0,0246",12,04.12.2021,rejected
3931,3931,"32643,22",mortgage,"0,0492",60,12.08.2020,closed
3932,3932,"32715,26",auto,"0,0264",60,05.09.2020,closed
3933,3933,"39606,76",mortgage,"0,0217",12,8/19/2022,rejected
3934,3934,"17446,95",auto,"0,0337",36,3/14/2020,closed
3935,3935,"47950,43",auto,"0,0499",48,07.12.2022,closed
3936,3936,"11844,75",personal,"0,0546",60,11.04.2022,closed
3937,3937,"43712,31",mortgage,"0,0496",24,8/16/2021,closed
3938,3938,"45631,21",mortgage,"0,0362",24,05.01.2021,closed
3939,3939,"2912,98",auto,"0,0266",12,3/30/2022,approved
3940,3940,"31959,28",auto,"0,0593",24,04.04.2021,rejected
3941,3941,"37721,62",personal,"0,0096",24,1/31/2020,approved
3942,3942,"47737,69",auto,"0,0538",12,3/13/2020,closed
3943,3943,"13317,57",personal,"0,0362",36,07.11.2021,closed
3944,3944,"28530,66",auto,"0,0376",12,8/25/2021,rejected
3945,3945,"38882,76",auto,"0,0445",48,06.11.2021,approved
3946,3946,"8269,42",auto,"0,0056",60,12/21/2021,rejected
3947,3947,"42796,12",auto,"0,0494",36,01.05.2022,approved
3948,3948,"20778,26",mortgage,"0,0166",36,02.12.2021,approved
3949,3949,"32347,79",personal,"0,0237",24,8/20/2022,closed
3950,3950,"3059,87",mortgage,"0,0153",60,4/30/2021,closed
3951,3951,"11923,87",mortgage,"0,0070",60,5/29/2021,closed
3952,3952,"24431,06",personal,"0,0261",36,6/28/2021,approved
3953,3953,"15171,27",auto,"0,0577",48,05.02.2022,rejected
3954,3954,"47934,32",auto,"0,0434",48,11/23/2021,approved
3955,3955,"39951,69",auto,"0,0081",24,04.09.2021,approved
3956,3956,"43379,12",personal,"0,0129",24,4/26/2021,rejected
3957,3957,"23849,58",mortgage,"0,0080",48,03.02.2022,approved
3958,3958,"24208,46",mortgage,"0,0501",60,10/31/2020,rejected
3959,3959,"40454,26",mortgage,"0,0496",48,7/31/2022,closed
3960,3960,"19989,1",mortgage,"0,0560",36,2/19/2022,rejected
3961,3961,"24561,62",personal,"0,0553",12,6/20/2020,closed
3962,3962,"26900,9",mortgage,"0,0374",12,8/27/2021,approved
3963,3963,"30750,73",personal,"0,0050",12,10.09.2020,approved
3964,3964,"32848,55",mortgage,"0,0446",60,3/15/2020,closed
3965,3965,"34356,84",personal,"0,0388",48,8/23/2020,closed
3966,3966,"22756,45",mortgage,"0,0027",36,04.06.2021,approved
3967,3967,"15462,2",mortgage,"0,0439",36,10/22/2020,closed
3968,3968,"46087,55",mortgage,"0,0050",24,05.06.2022,rejected
3969,3969,"41509,36",personal,"0,0026",60,5/14/2020,closed
3970,3970,"1168,43",personal,"0,0439",36,7/25/2020,rejected
3971,3971,"26133,25",mortgage,"0,0102",24,07.04.2021,rejected
3972,3972,"14455,55",auto,"0,0087",60,2/15/2021,approved
3973,3973,"32493,72",personal,"0,0516",36,5/26/2021,approved
3974,3974,"25629,35",auto,"0,0453",48,4/18/2022,approved
3975,3975,"2037,16",personal,"0,0057",36,3/27/2022,closed
3976,3976,"36660,85",auto,"0,0143",60,11/27/2021,approved
3977,3977,"14493,95",mortgage,"0,0268",24,5/22/2020,closed
3978,3978,"13751,59",personal,"0,0045",60,9/28/2021,rejected
3979,3979,"2564,38",personal,"0,0416",12,6/26/2022,closed
3980,3980,"41588,47",auto,"0,0518",36,04.07.2022,rejected
3981,3981,"29363,14",mortgage,"0,0217",12,03.02.2021,rejected
3982,3982,"24757,29",personal,"0,0563",48,03.12.2022,approved
3983,3983,"34114,83",mortgage,"0,0386",24,2/15/2021,approved
3984,3984,"17923,13",personal,"0,0001",48,02.11.2022,closed
3985,3985,"28904,25",auto,"0,0112",60,11.05.2022,approved
3986,3986,"13214,4",mortgage,"0,0452",36,10/20/2020,rejected
3987,3987,"4084,8",auto,"0,0103",24,8/21/2020,closed
3988,3988,"28505,82",mortgage,"0,0006",12,09.02.2021,closed
3989,3989,"11838,39",personal,"0,0561",12,03.05.2021,rejected
3990,3990,"37752,07",personal,"0,0033",60,11/14/2021,approved
3991,3991,"23140,31",auto,"0,0300",12,7/28/2022,closed
3992,3992,"13269,53",mortgage,"0,0482",60,9/23/2021,closed
3993,3993,"30808,95",auto,"0,0141",24,7/23/2020,closed
3994,3994,"6714,42",mortgage,"0,0580",48,09.03.2020,approved
3995,3995,"38309,77",personal,"0,0581",36,10/22/2022,closed
3996,3996,"23156,72",personal,"0,0188",48,04.10.2022,rejected
3997,3997,"40819,64",personal,"0,0159",48,8/15/2021,approved
3998,3998,"7766,72",mortgage,"0,0100",36,11.06.2021,rejected
3999,3999,"19744,57",personal,"0,0052",24,11.08.2021,closed
4000,4000,"9821,45",personal,"0,0285",60,1/23/2022,approved
4001,4001,"3998,58",mortgage,"0,0500",12,02.05.2021,closed
4002,4002,"47812,03",personal,"0,0544",36,9/20/2020,rejected
4003,4003,"36605,78",mortgage,"0,0121",48,6/23/2021,closed
4004,4004,"16954,66",personal,"0,0159",36,6/18/2022,approved
4005,4005,"13061,37",mortgage,"0,0129",24,7/22/2022,closed
4006,4006,"11011,77",auto,"0,0416",36,8/17/2022,rejected
4007,4007,"3107,51",mortgage,"0,0178",12,1/20/2022,approved
4008,4008,"6030,8",mortgage,"0,0593",48,5/26/2022,approved
4009,4009,"6042,45",personal,"0,0550",12,2/22/2021,approved
4010,4010,"33646,98",personal,"0,0430",12,11/26/2022,closed
4011,4011,"30140,67",personal,"0,0097",12,8/28/2022,rejected
4012,4012,"28841,48",personal,"0,0443",12,9/27/2021,closed
4013,4013,"36988,69",auto,"0,0390",36,10.04.2022,approved
4014,4014,"13307,44",personal,"0,0515",36,3/13/2022,approved
4015,4015,"17781,28",auto,"0,0007",48,11/22/2021,closed
4016,4016,"7208,38",personal,"0,0595",60,07.02.2022,rejected
4017,4017,"29797,83",mortgage,"0,0540",60,10.02.2020,rejected
4018,4018,"46712,37",mortgage,"0,0014",12,9/14/2021,approved
4019,4019,"43293,75",mortgage,"0,0341",24,11/29/2021,rejected
4020,4020,"28194,94",personal,"0,0010",12,9/25/2020,closed
4021,4021,"32585,78",auto,"0,0525",24,07.05.2022,approved
4022,4022,"49623,14",mortgage,"0,0405",24,05.05.2022,closed
4023,4023,"26350,38",mortgage,"0,0460",12,4/23/2021,approved
4024,4024,"43658,82",auto,"0,0079",48,10.09.2022,approved
4025,4025,"25532,21",auto,"0,0255",24,07.01.2020,closed
4026,4026,"3345,55",auto,"0,0321",12,10/24/2020,approved
4027,4027,"46798,41",mortgage,"0,0089",12,9/19/2022,rejected
4028,4028,"6482,13",auto,"0,0408",12,7/28/2022,approved
4029,4029,"35505,21",personal,"0,0150",24,08.10.2021,rejected
4030,4030,"12659,99",personal,"0,0161",36,3/14/2020,approved
4031,4031,"45150,8",personal,"0,0509",24,12.11.2020,rejected
4032,4032,"10823,95",personal,"0,0297",36,10/28/2021,rejected
4033,4033,"7863,64",personal,"0,0329",36,11.07.2021,closed
4034,4034,"22496,93",personal,"0,0549",48,11/29/2022,rejected
4035,4035,"25337,36",personal,"0,0471",60,12/24/2022,approved
4036,4036,"41127,45",mortgage,"0,0587",12,8/13/2022,closed
4037,4037,"38357,74",personal,"0,0272",12,8/31/2022,approved
4038,4038,"17085,17",auto,"0,0328",24,3/30/2022,approved
4039,4039,"19862,54",mortgage,"0,0432",60,5/18/2022,closed
4040,4040,"29256,85",mortgage,"0,0587",48,6/29/2020,closed
4041,4041,"28027,23",personal,"0,0434",12,11.02.2021,approved
4042,4042,"43240,28",personal,"0,0236",24,01.05.2022,approved
4043,4043,"24151,22",mortgage,"0,0385",48,8/25/2022,rejected
4044,4044,"44781,94",personal,"0,0076",60,7/19/2022,rejected
4045,4045,"11048,51",auto,"0,0193",24,2/18/2020,closed
4046,4046,"43513,66",mortgage,"0,0180",48,02.01.2020,rejected
4047,4047,"15910,34",personal,"0,0224",60,12/28/2021,approved
4048,4048,"39673,63",personal,"0,0552",12,07.06.2022,rejected
4049,4049,"28703,98",personal,"0,0245",60,03.01.2020,approved
4050,4050,"43902,53",mortgage,"0,0518",24,07.05.2022,rejected
4051,4051,"12331,43",auto,"0,0057",12,3/29/2022,approved
4052,4052,"35373,45",auto,"0,0361",36,03.02.2020,closed
4053,4053,"42599,03",mortgage,"0,0216",24,3/23/2020,approved
4054,4054,"39057,83",mortgage,"0,0126",36,05.08.2022,approved
4055,4055,"28733,97",personal,"0,0514",60,05.07.2021,closed
4056,4056,"34094,56",auto,"0,0146",48,4/18/2021,approved
4057,4057,"10629,34",personal,"0,0014",12,10/15/2021,closed
4058,4058,"11606,72",mortgage,"0,0107",24,12/22/2022,approved
4059,4059,"14097,24",auto,"0,0090",12,12/24/2022,approved
4060,4060,"41572,67",mortgage,"0,0366",60,08.06.2020,approved
4061,4061,"9204,54",auto,"0,0373",60,6/13/2021,closed
4062,4062,"15647,21",mortgage,"0,0282",48,11.07.2022,rejected
4063,4063,"46101,28",personal,"0,0236",48,10.10.2022,rejected
4064,4064,"38006,53",auto,"0,0597",24,7/25/2022,closed
4065,4065,"36923,16",auto,"0,0393",12,5/24/2022,closed
4066,4066,"23301,93",auto,"0,0370",24,08.09.2021,approved
4067,4067,"35415,72",mortgage,"0,0482",36,08.04.2021,closed
4068,4068,"28720,66",personal,"0,0526",60,6/27/2020,closed
4069,4069,"4501,77",personal,"0,0312",36,9/14/2021,approved
4070,4070,"29249,78",auto,"0,0078",36,05.01.2020,rejected
4071,4071,"23160,12",personal,"0,0560",12,4/25/2021,approved
4072,4072,"6584,18",mortgage,"0,0209",36,09.03.2022,approved
4073,4073,"17868,99",auto,"0,0023",36,09.04.2021,rejected
4074,4074,"44845,07",mortgage,"0,0001",48,1/29/2021,rejected
4075,4075,"40381,42",mortgage,"0,0502",24,06.02.2022,approved
4076,4076,"45781,26",personal,"0,0383",48,5/20/2021,closed
4077,4077,"36136,91",auto,"0,0389",12,05.11.2021,closed
4078,4078,"31995,13",mortgage,"0,0023",24,6/27/2022,rejected
4079,4079,"7822,64",auto,"0,0083",24,1/22/2022,approved
4080,4080,"6253,27",auto,"0,0225",60,11.09.2020,closed
4081,4081,"13090,92",mortgage,"0,0262",60,3/23/2022,approved
4082,4082,"16395,66",personal,"0,0401",36,4/18/2022,rejected
4083,4083,"30744,74",personal,"0,0489",24,02.09.2021,approved
4084,4084,"43988,14",auto,"0,0386",24,02.10.2022,rejected
4085,4085,"44645,8",personal,"0,0203",60,7/25/2022,rejected
4086,4086,"34435,48",auto,"0,0039",36,07.06.2021,closed
4087,4087,"29121,78",auto,"0,0213",60,7/25/2022,rejected
4088,4088,"12975,04",mortgage,"0,0173",24,10/29/2021,rejected
4089,4089,"46959,28",auto,"0,0282",12,5/17/2021,closed
4090,4090,"33884,53",mortgage,"0,0043",60,05.07.2020,closed
4091,4091,"27139,4",personal,"0,0273",48,3/23/2021,rejected
4092,4092,"6093,86",mortgage,"0,0430",60,6/13/2022,closed
4093,4093,"41468,28",personal,"0,0458",24,9/18/2021,approved
4094,4094,"18100,63",mortgage,"0,0142",36,05.08.2022,approved
4095,4095,"45128,75",personal,"0,0440",24,1/15/2020,rejected
4096,4096,"9252,33",auto,"0,0531",36,5/26/2021,closed
4097,4097,"3381,16",mortgage,"0,0494",24,10.12.2020,approved
4098,4098,"22301,68",personal,"0,0052",48,2/16/2022,closed
4099,4099,"4836,86",mortgage,"0,0145",48,04.02.2022,approved
4100,4100,"4028,35",auto,"0,0298",36,02.02.2022,approved
4101,4101,"35972,88",personal,"0,0524",48,05.12.2021,rejected
4102,4102,"13611,41",auto,"0,0338",12,01.12.2022,closed
4103,4103,"32303,68",mortgage,"0,0369",12,6/14/2022,closed
4104,4104,"28970,8",auto,"0,0039",48,6/18/2022,rejected
4105,4105,"7896,88",personal,"0,0091",60,9/28/2022,closed
4106,4106,"19903,17",auto,"0,0066",48,03.05.2020,closed
4107,4107,"4237,13",auto,"0,0572",36,10.08.2022,approved
4108,4108,"21661,99",personal,"0,0385",48,02.04.2022,approved
4109,4109,"9935,74",personal,"0,0399",48,5/28/2022,closed
4110,4110,"5719,16",auto,"0,0448",36,11.03.2022,closed
4111,4111,"16532,28",mortgage,"0,0058",12,4/20/2020,closed
4112,4112,"1167,54",auto,"0,0590",60,04.06.2022,approved
4113,4113,"38130,68",auto,"0,0393",24,8/31/2022,approved
4114,4114,8751,personal,"0,0057",60,9/25/2021,approved
4115,4115,31666,personal,"0,0254",24,09.01.2021,rejected
4116,4116,"41796,53",personal,"0,0527",48,2/24/2021,rejected
4117,4117,"45944,68",personal,"0,0070",12,08.07.2020,closed
4118,4118,"28321,16",auto,"0,0265",48,02.03.2022,closed
4119,4119,"39625,91",personal,"0,0475",24,2/15/2021,approved
4120,4120,"23283,81",personal,"0,0411",12,9/15/2022,closed
4121,4121,"25018,86",mortgage,"0,0576",24,6/29/2020,rejected
4122,4122,"27791,84",mortgage,"0,0413",48,3/14/2022,rejected
4123,4123,"33836,71",mortgage,"0,0107",24,06.02.2020,closed
4124,4124,"33825,95",mortgage,"0,0017",12,8/14/2020,approved
4125,4125,"39483,52",auto,"0,0167",60,1/28/2020,closed
4126,4126,"31230,26",mortgage,"0,0135",48,08.03.2022,rejected
4127,4127,"44249,07",mortgage,"0,0343",24,03.09.2020,closed
4128,4128,"35752,57",mortgage,"0,0500",24,9/15/2022,rejected
4129,4129,"46518,68",auto,"0,0445",60,08.03.2020,approved
4130,4130,"37771,4",auto,"0,0107",12,03.03.2022,approved
4131,4131,"37196,51",auto,"0,0035",36,06.11.2021,approved
4132,4132,"43159,46",mortgage,"0,0130",36,9/27/2021,approved
4133,4133,"33134,7",auto,"0,0186",36,11/24/2021,approved
4134,4134,"9799,19",auto,"0,0113",48,10.11.2022,closed
4135,4135,"5065,45",mortgage,"0,0571",36,10/15/2022,rejected
4136,4136,"16475,48",auto,"0,0125",36,1/29/2022,approved
4137,4137,"40905,3",auto,"0,0190",60,5/30/2021,approved
4138,4138,"2063,68",auto,"0,0420",36,9/15/2022,rejected
4139,4139,"8351,94",mortgage,"0,0598",24,6/23/2022,closed
4140,4140,"6199,67",auto,"0,0156",60,9/22/2020,rejected
4141,4141,"2821,57",personal,"0,0324",24,9/23/2021,closed
4142,4142,"40703,91",auto,"0,0010",48,8/28/2020,rejected
4143,4143,"14699,71",mortgage,"0,0597",60,02.06.2021,closed
